id,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
13636,61,58,40,62,46,60,73,66,60,60,81,82,81,54,75,72,48,63,43,64,38,22,53,57,46,58,29,25,30,13,12,7,6.0,11.0
16681,36,25,58,47,35,34,36,28,34,41,64,56,49,55,65,50,67,48,69,29,54,56,26,35,46,50,54,61,57,15,10,9,12.0,12.0
2330,13,10,13,27,6,13,55,59,29,22,28,31,41,61,67,51,59,20,65,10,18,14,7,44,66,28,14,11,11,74,73,68,74.0,78.0
5815,65,63,39,68,44,71,45,51,63,69,76,77,72,62,69,65,62,70,68,58,53,19,66,66,62,67,17,24,20,5,9,13,6.0,5.0
12385,48,60,53,67,38,65,44,42,66,67,68,63,59,59,62,55,60,59,58,58,57,57,60,61,38,53,47,54,48,5,7,14,14.0,10.0
12353,48,21,58,55,25,51,34,25,53,56,67,74,56,57,62,39,75,76,80,21,65,61,29,35,33,58,61,63,62,8,7,15,15.0,9.0
8131,22,17,23,28,17,20,19,14,19,28,34,32,24,58,37,49,43,28,26,15,19,26,19,26,22,46,9,11,15,68,65,65,67.0,68.0
11347,28,24,56,51,26,27,27,27,50,38,55,61,57,50,50,39,70,70,80,23,65,63,42,30,44,58,65,68,67,10,9,9,5.0,15.0
15546,54,30,56,55,29,53,50,29,49,53,73,77,70,53,68,57,71,65,69,48,66,55,45,45,34,57,55,60,54,5,15,13,9.0,10.0
9021,31,32,63,65,27,50,31,22,49,58,60,62,55,59,62,38,72,68,75,26,65,64,37,37,22,52,68,67,64,14,12,11,10.0,11.0
4362,68,69,46,59,61,76,63,68,58,72,84,81,80,60,71,80,77,72,81,70,73,16,74,68,72,55,24,20,20,13,13,6,7.0,12.0
9118,37,44,65,66,36,52,42,39,60,63,59,47,61,63,58,59,74,77,78,49,72,67,52,52,40,65,63,65,63,13,13,6,13.0,9.0
2645,35,21,68,60,51,43,30,32,52,59,54,46,34,69,35,46,75,75,82,26,75,68,29,29,45,64,81,77,73,9,15,14,8.0,8.0
7270,38,68,71,61,66,64,52,37,44,63,67,65,67,71,43,66,84,58,81,55,61,20,73,55,70,63,26,19,33,12,13,16,10.0,13.0
12326,62,56,42,60,54,64,58,45,51,63,77,80,79,54,80,64,52,66,48,56,37,20,59,57,65,62,33,48,40,10,10,13,11.0,9.0
11440,44,65,62,55,58,60,51,42,41,63,79,83,69,56,74,59,85,66,82,57,45,20,62,55,63,54,30,34,26,13,9,10,14.0,10.0
10907,55,50,60,65,55,60,58,55,61,65,65,65,54,60,63,60,67,68,60,51,67,65,55,60,67,60,65,70,65,7,14,6,12.0,10.0
6339,31,29,70,58,23,33,27,28,60,53,33,34,33,62,38,64,71,47,87,39,79,66,23,37,46,49,69,68,61,12,10,10,9.0,12.0
4143,58,51,59,76,43,73,57,42,69,75,67,56,65,69,60,59,69,73,70,58,64,71,66,71,51,74,67,69,62,7,12,11,12.0,15.0
8904,72,70,45,61,55,65,58,60,57,62,81,82,65,55,55,70,69,55,70,65,38,45,66,57,66,55,44,45,44,7,14,11,11.0,9.0
14567,53,49,38,67,42,61,46,42,64,67,65,69,75,45,76,57,39,78,44,41,27,49,56,63,53,64,56,63,59,15,14,6,5.0,8.0
984,55,48,65,76,33,68,52,42,72,72,85,73,77,77,85,51,79,85,68,46,82,78,65,71,51,77,74,82,76,6,13,12,8.0,7.0
2452,69,75,81,71,70,61,61,46,70,72,48,53,50,73,60,80,83,73,84,69,80,42,77,68,79,75,42,38,29,13,14,9,9.0,7.0
15746,56,46,58,62,40,48,45,43,60,55,74,72,50,58,41,58,75,79,73,45,65,50,55,52,44,55,45,58,54,15,14,14,7.0,11.0
10730,30,33,63,53,22,43,26,20,44,45,66,62,45,61,34,47,81,66,90,21,65,63,32,30,36,54,62,63,61,12,8,12,9.0,12.0
8933,30,53,67,58,29,38,20,30,50,60,50,51,46,60,57,56,67,67,70,25,64,64,23,32,32,54,68,70,66,12,8,9,6.0,9.0
1236,68,75,44,69,76,81,78,60,57,77,88,93,78,73,74,82,71,73,71,78,57,17,72,66,63,76,25,16,21,14,13,7,6.0,9.0
11805,57,61,37,64,61,65,64,54,64,64,80,76,82,60,76,64,55,65,53,62,61,40,60,62,45,57,50,51,40,14,5,11,9.0,11.0
8476,55,63,54,68,49,71,57,58,64,69,78,55,79,64,74,59,55,63,39,53,38,45,65,65,43,53,39,45,47,7,13,14,15.0,13.0
14990,54,52,45,64,49,63,52,50,60,64,73,70,72,60,75,59,52,57,48,49,57,56,60,60,49,63,54,53,53,9,7,9,7.0,5.0
2472,59,35,71,68,27,69,46,38,55,68,79,82,79,69,74,50,87,74,79,42,71,69,43,51,41,69,73,75,73,10,15,7,14.0,8.0
8799,72,61,65,65,46,67,70,66,52,67,75,83,73,50,73,71,71,65,58,49,44,41,62,57,54,60,53,41,42,7,11,10,11.0,12.0
10378,40,65,68,62,52,64,44,42,44,67,67,71,69,59,62,66,70,63,60,62,65,16,66,58,65,65,23,19,16,11,5,8,14.0,14.0
13034,15,15,12,29,15,19,12,14,22,14,38,45,48,56,37,52,44,33,44,19,28,19,15,52,19,48,18,15,11,62,61,69,58.0,68.0
14230,37,30,60,59,33,48,33,25,61,55,63,65,46,55,37,42,77,59,81,48,57,58,31,38,35,55,57,61,59,7,14,12,9.0,8.0
8389,52,35,67,62,38,52,55,50,61,62,43,45,58,65,43,54,74,75,90,51,61,65,37,48,36,58,60,69,64,9,9,15,15.0,11.0
12254,58,60,45,60,42,64,64,37,53,62,80,81,83,57,80,65,63,67,58,56,55,54,52,58,52,53,53,54,51,12,5,11,8.0,12.0
17895,11,5,12,21,8,6,15,9,23,9,17,31,33,45,25,41,42,25,53,7,28,6,7,32,15,36,7,12,13,55,56,54,53.0,53.0
11860,32,25,63,55,32,39,31,30,48,50,65,67,58,62,59,47,71,66,70,27,71,64,33,29,39,49,63,65,64,10,6,12,9.0,6.0
1964,55,57,57,76,48,66,45,50,74,71,66,58,67,69,64,78,70,79,71,70,73,75,61,68,52,66,70,72,70,6,7,12,14.0,9.0
1779,77,77,67,76,74,79,81,74,74,79,54,60,63,78,61,82,72,61,77,77,74,54,77,75,85,74,37,35,30,9,5,6,5.0,14.0
12989,62,51,45,65,54,64,60,50,58,65,65,62,71,61,73,57,56,65,59,51,52,49,60,64,50,61,54,50,45,13,15,12,9.0,14.0
9882,36,34,64,64,32,52,38,34,58,59,46,47,49,63,34,45,61,73,78,30,68,64,35,44,38,53,64,68,61,11,10,6,7.0,10.0
5196,69,45,48,67,40,65,60,45,65,69,77,78,75,64,72,58,66,78,64,45,70,62,64,56,35,63,65,68,66,9,13,8,8.0,9.0
6376,64,43,54,68,38,55,52,36,51,68,72,77,76,64,76,46,64,73,57,38,52,62,53,49,38,52,68,66,62,12,8,12,8.0,8.0
7739,50,68,67,59,66,60,56,44,47,64,65,72,58,65,53,68,77,62,77,62,70,28,69,55,64,65,28,33,24,7,5,5,14.0,15.0
10125,61,56,53,64,49,65,57,48,56,66,77,75,73,66,72,55,69,77,64,52,67,58,64,62,48,66,58,61,59,9,5,6,7.0,5.0
12262,60,58,55,65,55,60,48,55,57,63,67,68,65,61,70,49,62,55,58,59,58,60,57,59,51,56,59,62,58,7,13,13,12.0,6.0
1883,12,27,18,29,26,13,15,17,53,17,40,46,41,65,31,56,70,38,78,12,25,23,8,45,22,44,25,15,14,72,73,75,79.0,73.0
7089,67,64,52,68,55,68,60,59,62,69,85,87,78,61,70,65,77,72,73,63,60,39,60,60,51,66,49,41,36,6,7,10,7.0,7.0
11152,23,18,62,52,24,21,25,24,42,41,50,51,46,62,63,34,68,64,73,15,66,68,25,33,29,46,65,66,65,14,14,11,14.0,7.0
10727,49,36,65,62,34,56,45,44,65,65,48,48,58,63,70,59,65,55,69,40,61,65,41,53,57,58,70,66,64,12,8,9,12.0,8.0
18328,14,7,12,23,8,12,12,13,21,17,31,26,30,42,31,38,46,29,52,8,24,15,8,31,13,32,12,14,16,55,52,51,50.0,53.0
12348,13,5,10,21,9,12,11,12,18,13,39,41,23,48,26,45,58,20,64,6,26,10,5,33,14,34,6,12,10,65,64,60,62.0,67.0
13770,37,48,60,57,25,42,31,24,54,46,58,63,57,57,62,51,73,62,77,45,68,61,32,40,35,50,60,63,60,13,6,10,9.0,11.0
13891,35,27,57,46,34,30,35,35,35,39,56,61,47,56,51,43,64,55,68,23,62,58,29,38,47,52,65,69,66,14,9,7,7.0,8.0
8390,13,13,19,29,17,16,18,11,25,23,30,33,43,58,46,50,52,31,52,18,33,14,8,50,22,48,14,13,12,67,66,66,67.0,68.0
10454,42,32,74,56,32,58,37,29,53,50,51,46,44,59,55,44,80,66,83,29,66,61,49,54,38,66,62,64,62,9,10,12,9.0,6.0
14661,30,61,63,55,56,57,47,41,49,58,68,70,59,58,53,64,69,59,63,60,58,23,62,57,58,53,17,25,22,7,12,15,7.0,9.0
16702,37,60,49,42,54,60,49,32,34,58,74,72,52,47,68,63,56,57,52,49,30,11,54,46,64,46,17,16,10,9,9,8,5.0,8.0
13062,50,30,58,62,35,57,38,35,58,60,66,64,56,62,53,40,68,69,68,45,50,65,42,53,20,56,63,67,61,11,11,14,5.0,9.0
15552,35,28,56,52,20,50,45,57,50,52,69,70,72,49,69,47,74,74,77,39,55,56,30,35,35,46,60,60,59,9,9,11,12.0,6.0
8184,60,57,57,69,58,66,57,52,68,68,73,67,69,65,65,82,66,87,72,75,70,63,60,65,47,60,59,58,63,11,14,5,10.0,13.0
6192,13,19,31,30,16,30,11,23,28,26,44,43,56,64,38,53,58,35,49,20,43,31,12,35,39,48,11,22,21,66,69,70,67.0,70.0
4588,66,64,36,69,56,76,73,65,39,72,85,81,78,66,82,73,64,68,65,61,56,22,57,69,49,65,37,29,27,8,6,7,9.0,10.0
4195,59,47,74,67,38,55,58,59,63,64,49,55,60,63,54,68,78,58,83,62,74,72,49,55,57,64,69,71,66,9,12,12,11.0,11.0
5998,66,49,56,63,48,62,65,70,60,60,77,74,77,67,68,71,77,73,75,65,70,72,68,65,44,63,68,71,69,10,11,16,9.0,15.0
4824,70,50,61,67,56,62,80,53,63,67,61,64,57,70,56,72,74,64,77,60,75,72,65,57,62,56,70,70,66,16,14,7,11.0,7.0
2002,72,62,58,76,68,60,74,76,85,77,65,70,52,55,58,83,70,83,71,70,83,67,57,78,65,72,66,70,74,7,13,8,12.0,5.0
16055,54,58,56,53,54,59,47,55,50,60,73,72,64,53,66,62,62,61,68,58,64,17,57,50,64,59,34,18,17,7,9,7,12.0,8.0
3370,71,65,66,59,59,78,65,55,62,73,85,84,80,67,78,70,80,73,70,65,68,44,70,58,58,69,45,33,35,7,15,13,14.0,15.0
10065,63,62,54,68,55,71,41,57,58,71,61,63,69,62,81,61,58,52,57,55,63,43,63,63,65,70,34,50,45,13,8,6,6.0,10.0
11155,53,22,60,60,41,46,32,46,48,63,64,58,59,64,62,41,64,54,56,28,55,67,31,36,32,48,64,70,69,6,9,9,11.0,8.0
15712,23,12,15,31,18,19,20,15,30,21,33,55,58,55,33,41,55,30,60,16,22,22,15,32,30,30,20,20,20,60,58,55,58.0,60.0
7447,25,21,69,61,23,27,24,20,49,59,59,66,43,61,65,35,75,64,76,15,60,65,21,32,30,49,67,67,66,8,13,11,14.0,12.0
13686,32,22,60,41,26,33,24,30,37,47,51,52,44,47,57,46,64,53,69,27,62,63,24,32,46,47,62,68,66,14,14,6,14.0,14.0
5543,41,47,69,66,31,41,44,35,65,66,49,45,49,66,67,52,83,77,86,31,69,67,47,46,61,66,69,67,65,10,9,10,16.0,10.0
8269,18,13,14,52,15,18,16,16,50,30,44,42,40,60,48,50,59,35,59,13,24,18,16,57,25,58,18,17,16,68,66,67,67.0,68.0
14076,66,53,50,62,56,63,63,56,61,63,76,73,77,58,80,65,68,71,65,58,64,55,59,60,56,62,53,55,54,6,6,14,9.0,9.0
129,84,77,53,87,78,90,92,88,81,91,78,74,88,77,75,82,69,70,61,86,72,42,80,89,83,89,41,55,52,10,7,11,12.0,11.0
13602,12,5,11,29,5,9,10,12,18,19,40,40,41,55,50,47,51,33,52,9,34,13,5,37,18,48,11,11,11,61,60,62,63.0,65.0
18247,51,39,39,42,31,52,39,31,42,48,71,68,58,46,75,28,39,66,41,23,51,45,47,38,32,37,39,49,48,10,7,11,12.0,13.0
9331,67,44,50,67,32,68,65,32,69,67,73,69,75,63,82,58,60,66,40,33,59,60,62,55,38,63,59,64,62,11,8,5,8.0,14.0
7159,58,59,40,73,63,67,49,41,67,71,68,61,75,68,84,71,49,80,51,66,46,56,59,70,40,62,59,60,52,10,6,11,8.0,11.0
16607,47,34,47,57,33,60,31,30,38,56,68,65,61,57,75,53,51,61,50,35,58,55,59,59,42,53,58,56,50,14,6,7,8.0,9.0
1981,70,70,67,72,72,78,72,72,70,73,74,68,86,72,84,75,74,57,64,72,51,46,70,77,77,73,31,41,25,7,12,7,14.0,13.0
17567,27,16,55,43,27,36,29,24,38,46,54,60,60,52,49,39,60,46,63,16,50,55,23,30,33,42,56,56,55,10,6,13,11.0,12.0
12063,54,62,39,67,58,71,59,60,62,69,76,74,83,63,88,62,45,75,40,63,58,50,64,63,45,59,40,48,44,7,14,11,10.0,11.0
11019,67,60,48,65,63,62,71,74,62,68,66,58,74,62,81,78,56,53,55,68,40,41,61,66,64,64,33,36,27,12,6,11,6.0,16.0
812,66,81,81,70,79,74,80,44,45,79,66,67,66,79,71,80,86,83,80,69,76,39,80,73,68,78,45,37,29,11,14,8,15.0,11.0
2324,66,68,66,72,62,77,59,62,69,76,88,80,91,72,90,72,79,75,62,72,49,48,72,68,60,63,59,51,45,12,7,5,6.0,11.0
5745,36,40,65,64,31,57,40,29,63,58,64,71,58,67,53,48,78,67,82,30,69,68,52,52,45,62,67,68,67,8,8,7,14.0,13.0
12245,56,33,56,55,34,52,48,35,58,56,62,58,56,58,57,33,75,66,84,32,63,61,40,34,37,54,58,65,61,15,11,14,7.0,14.0
7919,60,63,43,63,61,65,62,56,58,65,85,85,85,60,78,64,60,70,54,62,40,31,62,61,54,63,41,40,36,12,10,8,11.0,6.0
14280,31,16,59,53,29,27,31,22,43,39,65,74,42,51,34,41,76,60,81,21,71,54,28,32,31,46,58,60,59,9,10,9,7.0,13.0
10760,55,46,55,66,52,65,63,36,63,66,77,74,68,61,77,60,71,75,61,55,66,63,48,63,45,58,62,63,65,8,14,14,10.0,12.0
18549,25,19,46,31,28,24,24,25,29,34,63,63,42,43,59,33,58,58,68,24,51,48,25,28,34,40,50,51,52,8,12,7,15.0,9.0
11170,29,20,62,61,28,46,32,25,54,56,64,68,62,60,52,44,69,56,68,19,63,62,31,32,25,57,64,65,64,11,9,6,10.0,9.0
297,83,48,75,80,38,79,65,36,64,81,80,78,74,76,73,58,84,81,73,60,74,76,66,60,69,74,73,81,79,14,7,14,7.0,7.0
17589,31,58,47,48,40,53,31,34,32,56,68,69,63,48,53,52,59,51,65,48,48,14,57,46,54,48,13,24,18,6,6,11,10.0,11.0
244,77,82,55,82,82,81,81,80,74,80,82,78,83,82,85,78,72,83,63,84,69,55,83,84,77,73,32,44,35,7,9,10,8.0,13.0
15952,39,58,59,51,50,55,33,38,39,57,77,74,56,53,59,59,81,55,79,50,55,26,56,50,61,53,30,20,22,12,16,13,14.0,10.0
5308,64,46,48,66,36,68,59,45,56,69,72,75,72,63,70,56,61,69,59,41,53,68,59,48,46,64,67,65,67,5,12,9,12.0,12.0
15927,28,32,62,52,32,42,20,26,49,52,69,70,52,57,68,42,74,73,71,34,60,52,23,32,36,46,56,58,59,10,12,11,5.0,6.0
1798,66,75,49,73,55,76,70,52,63,73,86,84,85,71,75,74,74,90,72,70,68,20,72,71,65,68,53,44,34,10,6,10,5.0,12.0
14730,31,23,58,47,30,29,31,29,38,58,68,67,40,62,54,34,67,57,65,20,63,58,24,31,35,42,57,65,61,5,11,10,7.0,11.0
10846,17,19,13,32,12,16,17,28,27,28,47,42,35,65,54,50,62,31,63,12,38,11,8,13,18,56,13,16,20,62,64,66,62.0,68.0
3674,38,30,72,57,33,45,39,29,62,58,63,65,59,65,52,50,83,71,83,32,78,71,37,38,36,57,70,69,73,12,11,12,7.0,11.0
7763,61,60,54,61,62,72,67,62,56,70,83,75,78,63,63,60,72,64,62,58,52,19,63,59,60,56,20,28,23,14,11,13,5.0,10.0
10295,16,17,15,23,13,17,20,17,19,19,42,40,35,64,55,45,62,30,68,17,24,17,15,18,22,29,21,19,17,65,63,60,67.0,63.0
2162,66,73,50,72,74,78,68,65,62,77,75,75,76,74,74,78,67,63,65,75,36,39,72,72,83,69,39,48,34,8,12,10,10.0,9.0
16538,50,50,45,63,45,59,45,50,60,60,65,68,72,55,73,55,58,58,65,55,55,53,46,61,50,58,55,50,50,13,13,14,13.0,8.0
17596,53,28,48,42,24,51,39,27,35,47,71,72,67,48,64,36,72,59,66,25,52,49,43,38,34,39,52,51,49,8,15,5,6.0,6.0
732,49,30,80,69,24,50,49,27,65,61,54,54,51,75,48,44,82,67,84,32,83,79,35,41,31,72,80,80,76,5,9,6,6.0,12.0
10599,68,64,57,66,64,68,67,65,64,68,63,54,66,59,65,69,65,53,64,67,61,45,63,65,49,66,40,41,31,16,6,9,7.0,7.0
14274,64,33,53,58,30,68,60,32,50,55,85,86,79,54,75,32,62,72,48,32,56,52,45,48,31,44,42,59,58,5,13,5,6.0,9.0
9541,62,65,51,67,65,71,62,58,42,70,75,73,72,65,69,67,66,63,62,66,48,30,63,53,70,64,41,41,39,12,6,11,5.0,11.0
10197,61,57,41,60,57,66,62,45,57,64,88,86,64,53,68,63,59,51,52,57,40,46,61,62,45,52,31,46,44,8,5,14,8.0,12.0
5152,38,75,70,60,68,71,55,50,42,70,71,77,67,63,66,67,78,62,73,63,25,18,71,48,84,62,35,15,16,9,6,10,14.0,14.0
9590,60,64,57,62,42,67,52,50,52,64,87,88,83,66,78,69,78,65,70,62,69,38,66,64,53,64,40,38,30,15,13,11,8.0,5.0
1079,81,73,56,78,72,79,84,81,75,77,77,74,77,75,76,84,70,77,60,79,80,69,75,80,74,70,67,66,63,15,14,7,10.0,7.0
14789,40,65,63,58,45,61,46,39,48,63,62,54,65,60,52,60,67,54,63,53,52,21,62,60,53,57,16,23,18,6,8,7,15.0,10.0
8835,71,65,46,71,65,59,77,78,69,67,55,59,66,54,73,69,49,56,52,74,36,31,66,71,72,68,40,30,26,11,15,11,10.0,16.0
2169,67,55,58,76,56,69,64,70,75,74,65,77,83,66,80,69,70,92,72,72,66,74,63,71,64,70,67,71,63,9,7,9,12.0,11.0
4625,63,70,50,60,65,70,68,66,55,65,91,88,93,71,93,67,74,85,65,68,75,51,63,63,70,66,50,50,41,15,11,9,9.0,16.0
18415,35,38,40,51,32,53,36,32,48,49,57,46,63,64,70,45,37,58,48,32,42,43,52,55,42,45,36,44,41,14,8,12,14.0,8.0
16420,50,50,49,62,42,59,56,50,58,59,63,54,69,53,54,51,54,64,56,51,52,57,53,56,53,56,56,57,49,15,7,15,14.0,7.0
14165,56,63,55,60,45,64,54,44,53,62,70,71,68,58,62,60,68,71,70,51,57,48,65,58,60,60,45,54,48,14,5,6,5.0,11.0
1263,71,67,47,75,64,80,70,63,72,79,79,78,87,76,83,67,66,79,60,70,68,70,69,73,62,70,63,64,65,8,11,13,8.0,14.0
18026,29,18,49,33,26,27,20,28,29,31,55,55,45,41,49,37,64,63,79,24,43,51,23,26,37,43,51,56,57,9,12,9,12.0,11.0
4194,62,58,71,70,47,62,52,41,72,63,60,65,51,70,50,21,82,78,84,59,64,76,68,47,45,55,71,67,70,7,13,14,13.0,15.0
9663,60,53,59,68,47,64,59,48,66,63,75,72,71,62,69,58,72,63,68,55,71,65,59,62,45,62,63,63,61,8,8,13,12.0,11.0
793,78,73,52,79,69,82,83,78,76,81,74,73,77,74,82,81,60,68,64,84,69,62,73,79,58,75,56,61,56,13,14,15,15.0,10.0
16250,12,7,12,25,9,13,10,13,20,14,19,27,22,39,24,44,32,20,32,6,24,11,5,38,11,27,5,11,13,63,57,58,54.0,64.0
11692,63,64,65,64,60,62,64,69,62,64,52,56,53,63,66,71,69,38,72,66,72,30,67,64,68,64,23,33,20,12,11,14,11.0,14.0
16167,44,45,50,56,44,52,45,38,52,54,83,85,81,53,90,58,76,63,73,43,66,60,49,47,38,55,52,60,59,7,9,10,6.0,12.0
11752,14,5,13,20,9,10,12,10,21,20,37,25,40,60,21,45,56,25,59,5,22,6,6,40,15,38,5,11,12,64,61,60,63.0,64.0
11637,40,29,65,58,32,33,29,32,49,45,57,55,50,63,62,46,71,65,72,27,62,64,28,29,49,58,65,63,64,9,9,15,9.0,11.0
1215,36,81,81,70,79,62,60,45,46,73,68,75,66,79,63,78,89,69,84,64,72,17,78,58,75,70,27,25,19,9,8,14,7.0,13.0
5002,67,63,60,66,65,67,72,70,65,67,83,91,85,62,78,71,75,78,60,67,59,53,67,65,50,65,44,41,42,8,10,15,10.0,9.0
1295,72,57,65,72,55,69,72,49,67,73,73,76,68,72,66,63,79,84,77,62,74,74,70,68,46,74,73,74,74,13,14,9,10.0,7.0
4417,72,63,53,69,55,73,64,42,54,73,82,74,77,68,75,64,65,30,52,56,44,31,66,62,52,58,22,26,29,15,6,13,11.0,11.0
7979,62,60,50,64,48,68,52,45,59,66,78,81,83,65,86,63,66,74,59,62,58,63,63,61,48,63,65,61,58,8,7,12,14.0,11.0
18704,38,34,45,57,34,41,31,38,49,43,67,69,51,51,56,45,49,63,53,36,56,36,53,44,44,36,36,44,45,7,11,9,10.0,9.0
4700,45,70,56,74,68,68,65,74,81,71,73,66,86,63,54,50,41,64,37,46,67,70,76,69,35,27,21,12,16,16,10,8,,
17107,25,24,53,36,21,26,22,22,28,33,56,63,49,60,62,34,58,58,62,19,54,59,29,26,36,37,58,60,56,10,15,8,12.0,13.0
12742,55,66,59,56,48,59,52,41,42,60,73,75,63,59,65,60,78,60,77,55,48,19,64,53,60,53,17,23,15,8,9,8,8.0,14.0
14085,10,18,11,26,12,14,16,14,23,22,32,39,34,54,33,44,60,36,71,14,22,21,11,30,20,40,29,18,17,62,64,59,62.0,62.0
2842,64,66,45,74,64,73,67,62,68,75,75,77,86,67,82,64,61,81,57,58,82,59,72,72,58,70,60,56,58,7,14,10,14.0,6.0
5562,58,67,59,62,50,69,54,36,49,67,88,88,88,70,88,62,73,84,56,59,40,19,67,60,42,58,24,23,20,7,9,12,13.0,11.0
13722,33,29,64,51,28,33,36,28,50,57,55,64,54,54,45,45,75,55,81,23,68,58,31,40,40,53,57,63,59,14,11,6,14.0,9.0
7980,55,67,69,65,60,68,61,51,56,68,77,76,70,65,66,70,79,68,70,60,47,30,70,61,62,60,29,33,33,10,12,13,6.0,14.0
8095,57,63,42,68,55,73,56,48,58,69,76,69,75,65,68,65,60,67,60,60,46,27,60,64,49,56,27,25,22,14,6,9,15.0,8.0
9439,57,65,59,66,63,66,64,64,64,67,67,67,73,65,73,64,67,74,63,63,62,59,67,65,60,66,57,62,52,14,8,15,14.0,9.0
18521,33,31,42,49,32,44,31,30,44,49,56,62,50,52,56,47,40,60,50,29,53,49,39,38,41,39,48,50,48,7,7,10,9.0,9.0
17184,28,17,41,49,20,25,23,21,43,33,53,43,47,48,54,27,53,47,72,22,50,55,25,27,29,45,63,62,60,15,12,7,6.0,12.0
15653,58,56,37,52,36,60,42,36,48,58,75,79,60,48,67,52,54,62,58,44,58,17,60,44,53,49,23,24,22,12,10,9,11.0,10.0
18525,46,45,36,46,44,53,38,39,46,50,67,69,58,42,91,46,32,48,38,38,36,15,36,47,47,43,22,27,33,14,8,7,12.0,12.0
2681,72,68,41,76,71,73,77,81,75,76,70,66,76,71,89,80,54,79,55,77,67,50,66,76,69,73,53,54,44,9,13,12,12.0,15.0
11909,62,33,48,56,29,62,39,40,50,56,69,68,56,59,75,31,57,66,57,28,67,59,58,49,40,49,54,67,67,14,14,10,11.0,15.0
14881,64,59,44,66,54,63,53,50,62,63,67,73,76,56,79,64,40,70,40,56,47,42,60,63,58,55,36,53,48,9,6,15,10.0,9.0
3618,61,74,63,53,69,74,53,48,45,68,81,87,77,74,58,72,81,74,74,63,32,23,76,60,69,58,25,18,21,14,6,15,7.0,11.0
7411,64,50,47,65,56,57,58,59,63,63,65,68,65,64,73,67,61,75,70,65,76,70,61,57,57,70,64,64,65,8,11,7,15.0,6.0
9908,21,8,13,28,8,9,15,13,25,15,55,55,45,62,40,47,66,23,65,7,30,8,5,42,20,40,10,16,16,64,65,63,62.0,65.0
126,52,54,86,65,49,59,49,22,64,65,52,71,54,87,43,42,83,75,85,35,84,84,51,56,52,88,88,89,85,10,15,16,15.0,15.0
10491,51,58,45,66,43,61,46,44,66,68,64,65,63,65,72,65,55,66,56,55,64,60,57,69,49,60,60,62,57,15,8,8,10.0,13.0
7622,31,21,67,69,22,27,22,24,51,69,58,52,50,64,53,52,65,61,59,31,69,68,27,40,34,52,70,69,68,10,12,11,6.0,13.0
7097,68,72,64,62,51,66,65,68,60,66,74,77,77,63,74,68,78,72,75,67,55,28,67,64,73,66,45,31,34,12,8,12,5.0,9.0
16325,21,22,59,54,29,50,20,27,48,51,66,68,52,59,50,37,66,64,64,25,55,57,32,37,33,54,56,59,58,5,5,5,15.0,14.0
2012,25,23,78,69,26,49,29,32,64,57,53,53,54,70,55,33,82,64,83,26,66,73,27,58,39,68,77,79,72,13,14,11,10.0,8.0
3246,65,68,48,63,63,74,65,65,58,69,88,86,88,72,88,67,56,70,37,69,55,46,73,68,66,62,33,48,37,14,8,14,7.0,14.0
509,75,70,45,74,62,83,84,70,62,84,89,78,92,79,88,73,69,84,60,74,86,50,76,74,66,78,37,45,28,9,10,14,8.0,13.0
2461,68,71,52,73,67,74,75,76,74,75,67,61,83,65,77,82,65,62,67,72,32,61,70,76,73,75,55,60,60,14,7,10,7.0,9.0
14200,48,61,60,57,44,63,39,31,44,64,71,75,73,60,65,60,77,70,74,53,55,41,59,51,65,61,39,12,15,12,10,15,12.0,9.0
4943,60,46,67,68,52,74,61,31,43,71,87,79,86,71,85,41,70,74,45,51,67,65,65,65,40,62,62,58,62,11,15,10,12.0,10.0
5957,67,67,52,69,54,74,60,46,51,67,82,82,76,55,78,60,68,67,57,64,30,43,59,61,62,64,47,47,44,13,12,6,9.0,7.0
11119,61,53,52,56,45,66,51,39,50,60,85,80,72,57,73,59,73,82,66,55,68,56,54,54,39,62,56,58,55,14,11,7,15.0,11.0
1063,66,80,81,72,76,77,74,72,63,72,57,66,74,81,46,77,76,83,80,70,65,20,81,74,85,75,30,25,20,9,11,9,15.0,10.0
18520,14,10,13,25,7,14,30,14,20,25,31,35,30,46,21,41,55,30,69,12,27,13,4,32,19,28,7,11,14,49,48,54,48.0,51.0
6544,29,73,68,67,67,62,49,40,45,65,62,55,62,66,54,73,76,61,77,59,59,22,71,58,66,65,28,34,21,14,14,10,13.0,9.0
8530,78,57,55,74,64,66,79,74,73,68,66,62,64,64,74,74,63,60,59,70,59,62,58,67,63,69,60,62,58,10,11,9,9.0,16.0
5685,45,61,60,69,34,62,38,48,68,68,45,52,59,63,71,52,65,86,72,64,66,66,63,62,42,62,66,70,68,8,12,12,9.0,12.0
5134,60,48,52,72,46,71,60,37,68,73,56,49,70,68,69,66,62,63,69,56,72,70,53,65,52,73,66,71,69,11,14,5,11.0,11.0
4035,70,63,40,70,55,72,74,61,70,72,77,78,80,66,79,69,53,77,49,69,54,56,63,64,49,67,48,63,59,14,12,14,11.0,10.0
